,dates,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
112,1988-07-12,cities,the-lizards,sneakin-sally-through-the-alley,good-times-bad-times,happy-birthday-to-you,peaches-en-regalia,you-enjoy-myself,i-didnt-know,blue-bossa,take-the-a-train,timber-jerry,fluffhead,jesus-just-left-chicago,makisupa-policeman,slave-to-the-traffic-light,acdc-bag,roll-like-a-cantaloupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,1988-07-23,jam,colonel-forbins-ascent,fly-famous-mockingbird,mikes-song,i-am-hydrogen,weekapaug-groove,the-lizards,on-your-way-down,acdc-bag,possum,walk-away,bold-as-love,no-dogs-allowed,the-sloth,fire,the-curtain-with,daves-energy-guide,wilson,terrapin,run-like-an-antelope,satin-doll,blue-bossa,la-grange,alumni-blues,letter-to-jimmy-page,peaches-en-regalia,you-enjoy-myself,contact,harry-hood,dinner-and-a-movie,slave-to-the-traffic-light,the-ballad-of-curtis-loew,good-times-bad-times,,,,,,,,,,,,,,,,,
114,1988-07-24,walk-away,golgi-apparatus,funky-bitch,colonel-forbins-ascent,fly-famous-mockingbird,sneakin-sally-through-the-alley,mikes-song,i-am-hydrogen,weekapaug-groove,bold-as-love,light-up-or-leave-me-alone,fluffhead,la-grange,the-lizards,alumni-blues,letter-to-jimmy-page,on-your-way-down,cities,david-bowie,the-man-who-stepped-into-yesterday,avenu-malkenu,peaches-en-regalia,jesus-just-left-chicago,mcgrupp-and-the-watchful-hosemasters,run-like-an-antelope,,,,,,,,,,,,,,,,,,,,,,,,,
115,1988-07-25,mikes-song,i-am-hydrogen,weekapaug-groove,bold-as-love,light-up-or-leave-me-alone,fluffhead,skin-it-back,harpua,big-black-furry-creature-from-mars,sanity,icculus,camel-walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,1988-07-28,fluffhead,la-grange,the-lizards,take-the-a-train,corinna,david-bowie,fee,big-black-furry-creature-from-mars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1988-07-29,you-enjoy-myself,satin-doll,sneakin-sally-through-the-alley,the-curtain-with,fire,suzy-greenberg,skin-it-back,jesus-just-left-chicago,dinner-and-a-movie,the-sloth,icculus,colonel-forbins-ascent,fly-famous-mockingbird,i-didnt-know,good-times-bad-times,rocky-top,light-up-or-leave-me-alone,contact,whipping-post,the-ballad-of-curtis-loew,take-the-a-train,mcgrupp-and-the-watchful-hosemasters,bold-as-love,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,1988-07-30,all-blues,mr-pc,funky-bitch,suzy-greenberg,she-caught-the-katy-and-left-me-a-mule-to-ride,contact,maiden-voyage,corinna,la-grange,on-your-way-down,slave-to-the-traffic-light,timber-jerry,walk-away,possum,sneakin-sally-through-the-alley,harpua,fluffhead,anarchy,dear-mrs-reagan,terrapin,run-like-an-antelope,fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,1988-08-03,possum,on-your-way-down,sneakin-sally-through-the-alley,colonel-forbins-ascent,fly-famous-mockingbird,good-times-bad-times,suzy-greenberg,light-up-or-leave-me-alone,fee,la-grange,take-the-a-train,whipping-post,the-lizards,i-know-a-little,you-enjoy-myself,jesus-just-left-chicago,peaches-en-regalia,mikes-song,i-am-hydrogen,fluffhead,harry-hood,satin-doll,funky-bitch,walk-away,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1988-08-04,the-man-who-stepped-into-yesterday,avenu-malkenu,flat-fee,the-lizards,mcgrupp-and-the-watchful-hosemasters,alumni-blues,letter-to-jimmy-page,the-sloth,take-the-a-train,poor-heart,peaches-en-regalia,david-bowie,camel-walk,the-curtain,wilson,no-dogs-allowed,dog-log,suzy-greenberg,mikes-song,i-am-hydrogen,weekapaug-groove,satin-doll,possum,big-leg-emma,fee,run-like-an-antelope,rocky-top,tela,dear-mrs-reagan,fluffhead,,,,,,,,,,,,,,,,,,,,
121,1988-08-05,la-grange,you-enjoy-myself,cities,daves-energy-guide,take-the-a-train,funky-bitch,dinner-and-a-movie,fire,golgi-apparatus,acdc-bag,satin-doll,sanity,big-black-furry-creature-from-mars,slave-to-the-traffic-light,alumni-blues,letter-to-jimmy-page,the-lizards,mustang-sally,corinna,walk-away,jesus-just-left-chicago,contact,makisupa-policeman,whipping-post,harpua,,,,,,,,,,,,,,,,,,,,,,,,,
122,1988-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,1988-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1988-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1988-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,1988-08-13,peaches-en-regalia,acdc-bag,take-the-a-train,colonel-forbins-ascent,fly-famous-mockingbird,light-up-or-leave-me-alone,suzy-greenberg,alumni-blues,letter-to-jimmy-page,fire,wilson,divided-sky,jesus-just-left-chicago,possum,harry-hood,corinna,whipping-post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1988-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1988-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1988-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1988-08-22,take-the-a-train,satin-doll,mcgrupp-and-the-watchful-hosemasters,colonel-forbins-ascent,fly-famous-mockingbird,fluffhead,cities,daves-energy-guide,suzy-greenberg,the-lizards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,1988-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1988-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,1988-08-27,satin-doll,you-enjoy-myself,funky-bitch,walk-away,fluffhead,mikes-song,take-the-a-train,golgi-apparatus,tela,poor-heart,good-times-bad-times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,1988-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,1988-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,1988-09-08,peaches-en-regalia,walk-away,slave-to-the-traffic-light,wild-child,acdc-bag,colonel-forbins-ascent,fly-famous-mockingbird,bold-as-love,possum,you-enjoy-myself,cities,daves-energy-guide,good-times-bad-times,on-your-way-down,whipping-post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,1988-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,1988-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,1988-09-12,shaggy-dog,take-the-a-train,fee,bold-as-love,timber-jerry,satin-doll,the-lizards,the-man-who-stepped-into-yesterday,avenu-malkenu,bundle-of-joy,camel-walk,the-practical-song,harry-hood,esther,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1988-09-13,walk-away,funky-bitch,you-enjoy-myself,flat-fee,mcgrupp-and-the-watchful-hosemasters,wilson,peaches-en-regalia,good-times-bad-times,ride-captain-ride,boogie-on-reggae-woman,cities,daves-energy-guide,run-like-an-antelope,fluffhead,jam,andys-chest,big-black-furry-creature-from-mars,sanity,fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1988-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1988-09-22,mcgrupp-and-the-watchful-hosemasters,take-the-a-train,fluffhead,you-enjoy-myself,david-bowie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,1988-09-24,golgi-apparatus,on-your-way-down,alumni-blues,letter-to-jimmy-page,you-enjoy-myself,wilson,peaches-en-regalia,la-grange,take-the-a-train,divided-sky,bold-as-love,david-bowie,the-lizards,walk-away,possum,fee,sparks,whipping-post,good-times-bad-times,fluffhead,the-curtain,acdc-bag,dinner-and-a-movie,contact,big-black-furry-creature-from-mars,,,,,,,,,,,,,,,,,,,,,,,,,
144,1988-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1988-10-29,suzy-greenberg,the-lizards,time-loves-a-hero,golgi-apparatus,bold-as-love,la-grange,contact,costume-contest,harry-hood,halleys-comet,whipping-post,fee,alumni-blues,letter-to-jimmy-page,walk-away,divided-sky,the-ballad-of-curtis-loew,mikes-song,take-the-a-train,fire,fluffhead,acdc-bag,foam,terrapin,big-black-furry-creature-from-mars,timber-jerry,slave-to-the-traffic-light,donna-lee,run-like-an-antelope,i-didnt-know,wilson,peaches-en-regalia,funky-bitch,,,,,,,,,,,,,,,,,
146,1988-11-03,fire,golgi-apparatus,fluffhead,possum,fee,alumni-blues,letter-to-jimmy-page,good-times-bad-times,time-loves-a-hero,walk-away,the-lizards,shaggy-dog,whipping-post,contact,bold-as-love,take-the-a-train,run-like-an-antelope,suzy-greenberg,foam,i-didnt-know,big-black-furry-creature-from-mars,harpua,david-bowie,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1988-11-04,mikes-song,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1988-11-05,slave-to-the-traffic-light,time-loves-a-hero,fire,you-enjoy-myself,possum,take-the-a-train,golgi-apparatus,walk-away,fluffhead,alumni-blues,letter-to-jimmy-page,david-bowie,wilson,peaches-en-regalia,bold-as-love,the-lizards,acdc-bag,fee,mikes-song,i-am-hydrogen,weekapaug-groove,i-didnt-know,good-times-bad-times,icculus,suzy-greenberg,sparks,divided-sky,,,,,,,,,,,,,,,,,,,,,,,
149,1988-11-11,i-didnt-know,good-times-bad-times,you-enjoy-myself,possum,fluffhead,take-the-a-train,david-bowie,golgi-apparatus,colonel-forbins-ascent,fly-famous-mockingbird,mikes-song,i-am-hydrogen,weekapaug-groove,mr-pc,fee,bold-as-love,the-lizards,whipping-post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1988-12-02,the-sloth,golgi-apparatus,bold-as-love,take-the-a-train,divided-sky,contact,you-enjoy-myself,i-didnt-know,good-times-bad-times,alumni-blues,the-lizards,acdc-bag,suzy-greenberg,run-like-an-antelope,wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,1988-12-09,take-the-a-train,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,1988-12-10,i-didnt-know,golgi-apparatus,david-bowie,the-lizards,foam,fee,mikes-song,i-am-hydrogen,weekapaug-groove,wilson,colonel-forbins-ascent,fly-famous-mockingbird,alumni-blues,letter-to-jimmy-page,you-enjoy-myself,contact,the-sloth,acdc-bag,possum,good-times-bad-times,run-like-an-antelope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,1988-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,1988-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,1988-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1988-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,1988-12-17,divided-sky,you-enjoy-myself,slave-to-the-traffic-light,foam,possum,colonel-forbins-ascent,fly-famous-mockingbird,david-bowie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,1989-01-18,dear-mrs-reagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,1989-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,1989-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,1989-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,1989-01-26,i-didnt-know,golgi-apparatus,alumni-blues,letter-to-jimmy-page,you-enjoy-myself,the-lizards,take-the-a-train,sanity,divided-sky,fee,good-times-bad-times,suzy-greenberg,icculus,colonel-forbins-ascent,fly-famous-mockingbird,the-sloth,possum,contact,big-black-furry-creature-from-mars,foam,david-bowie,acdc-bag,fire,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,1989-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,1989-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,1989-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,1989-02-06,suzy-greenberg,the-curtain,wilson,peaches-en-regalia,fee,la-grange,you-enjoy-myself,all-blues,sanity,take-the-a-train,golgi-apparatus,divided-sky,on-your-way-down,i-didnt-know,good-times-bad-times,walk-away,harry-hood,big-black-furry-creature-from-mars,the-ballad-of-curtis-loew,colonel-forbins-ascent,fly-famous-mockingbird,whipping-post,corinna,david-bowie,,,,,,,,,,,,,,,,,,,,,,,,,,
167,1989-02-07,esther,mcgrupp-and-the-watchful-hosemasters,foam,the-sloth,possum,mikes-song,i-am-hydrogen,weekapaug-groove,golgi-apparatus,makisupa-policeman,dinner-and-a-movie,acdc-bag,the-lizards,timber-jerry,contact,alumni-blues,letter-to-jimmy-page,fee,run-like-an-antelope,sanity,fluffhead,suzy-greenberg,slave-to-the-traffic-light,bike,whipping-post,fire,,,,,,,,,,,,,,,,,,,,,,,,
168,1989-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,1989-02-11,the-sloth,take-the-a-train,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,1989-02-17,acdc-bag,you-enjoy-myself,fee,divided-sky,split-open-and-melt,golgi-apparatus,take-the-a-train,alumni-blues,run-like-an-antelope,fluffhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,1989-02-18,the-sloth,divided-sky,the-curtain,i-didnt-know,colonel-forbins-ascent,fly-famous-mockingbird,the-lizards,walk-away,possum,good-times-bad-times,golgi-apparatus,wilson,peaches-en-regalia,you-enjoy-myself,la-grange,slave-to-the-traffic-light,contact,david-bowie,whipping-post,corinna,acdc-bag,fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,1989-02-23,satin-doll,call-it-stormy-monday-but-tuesday-is-just-as-bad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,1989-02-24,the-man-who-stepped-into-yesterday,avenu-malkenu,the-curtain,foam,colonel-forbins-ascent,fly-famous-mockingbird,run-like-an-antelope,golgi-apparatus,possum,on-your-way-down,acdc-bag,you-enjoy-myself,camel-walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,1989-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,1989-03-01,funky-bitch,possum,walk-away,suzy-greenberg,mikes-song,i-am-hydrogen,weekapaug-groove,jesus-just-left-chicago,slave-to-the-traffic-light,dinner-and-a-movie,the-fishin-hole,satin-doll,halleys-comet,light-up-or-leave-me-alone,big-black-furry-creature-from-mars,cities,daves-energy-guide,dog-log,harry-hood,fluffhead,ride-captain-ride,green-onions,cinnamon-girl,hold-your-head-up,american-woman,wilson,peaches-en-regalia,fire,,,,,,,,,,,,,,,,,,,,,,
176,1989-03-03,wilson,mcgrupp-and-the-watchful-hosemasters,you-enjoy-myself,foam,acdc-bag,the-curtain,run-like-an-antelope,i-didnt-know,divided-sky,alumni-blues,letter-to-jimmy-page,good-times-bad-times,mikes-song,i-am-hydrogen,weekapaug-groove,fee,possum,walk-away,colonel-forbins-ascent,fly-famous-mockingbird,the-lizards,split-open-and-melt,take-the-a-train,david-bowie,golgi-apparatus,,,,,,,,,,,,,,,,,,,,,,,,,
177,1989-03-04,take-the-a-train,i-didnt-know,mikes-song,i-am-hydrogen,weekapaug-groove,fee,golgi-apparatus,good-times-bad-times,possum,fluffhead,the-lizards,run-like-an-antelope,contact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,1989-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1989-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,1989-03-12,mikes-song,i-am-hydrogen,weekapaug-groove,if-i-only-had-a-brain,alumni-blues,letter-to-jimmy-page,golgi-apparatus,bold-as-love,foam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,1989-03-13,you-enjoy-myself,fee,ya-mar,big-black-furry-creature-from-mars,david-bowie,sanity,take-the-a-train,possum,divided-sky,the-lizards,fire,whipping-post,i-didnt-know,free-bird,golgi-apparatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,1989-03-14,the-curtain,ya-mar,mikes-song,i-am-hydrogen,weekapaug-groove,fluffhead,contact,acdc-bag,wilson,you-enjoy-myself,harpua,foam,fire,sneakin-sally-through-the-alley,alumni-blues,the-lizards,la-grange,good-times-bad-times,halleys-comet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,1989-03-24,possum,mikes-song,i-am-hydrogen,weekapaug-groove,golgi-apparatus,divided-sky,acdc-bag,if-i-only-had-a-brain,take-the-a-train,david-bowie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,1989-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1989-03-30,bold-as-love,mcgrupp-and-the-watchful-hosemasters,divided-sky,the-price-of-love,on-your-way-down,ya-mar,fluffhead,run-like-an-antelope,the-mango-song,mikes-song,i-am-hydrogen,weekapaug-groove,you-enjoy-myself,undun,la-grange,golgi-apparatus,peaches-en-regalia,foam,acdc-bag,big-black-furry-creature-from-mars,satin-doll,rocky-top,makisupa-policeman,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,1989-03-31,whipping-post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,1989-04-01,la-grange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,1989-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,1989-04-07,colonel-forbins-ascent,fly-famous-mockingbird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,1989-04-13,alumni-blues,wilson,the-mango-song,le-freak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,1989-04-14,acdc-bag,foam,walk-away,fluffhead,fee,halleys-comet,run-like-an-antelope,contact,fire,you-enjoy-myself,bold-as-love,the-lizards,the-sloth,possum,if-i-only-had-a-brain,mikes-song,i-am-hydrogen,weekapaug-groove,esther,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,1989-04-15,mikes-song,i-am-hydrogen,weekapaug-groove,esther,you-enjoy-myself,wilson,peaches-en-regalia,on-your-way-down,alumni-blues,letter-to-jimmy-page,i-didnt-know,mcgrupp-and-the-watchful-hosemasters,foam,david-bowie,funky-bitch,golgi-apparatus,slave-to-the-traffic-light,the-mango-song,divided-sky,split-open-and-melt,suzy-greenberg,fluffhead,good-times-bad-times,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,1989-04-19,undun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,1989-04-20,acdc-bag,fluffhead,you-shook-me-all-night-long,fire,esther,suzy-greenberg,the-sloth,possum,mcgrupp-and-the-watchful-hosemasters,foam,david-bowie,divided-sky,walk-away,you-enjoy-myself,split-open-and-melt,the-lizards,mikes-song,i-am-hydrogen,weekapaug-groove,love-you,harpua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,1989-04-21,i-didnt-know,contact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,1989-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,1989-04-27,golgi-apparatus,jam,the-sloth,divided-sky,sanity,i-didnt-know,alumni-blues,letter-to-jimmy-page,the-lizards,whipping-post,contact,david-bowie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,1989-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,1989-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1989-04-30,i-didnt-know,you-enjoy-myself,mcgrupp-and-the-watchful-hosemasters,the-lizards,divided-sky,wilson,peaches-en-regalia,run-like-an-antelope,terrapin,possum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,1989-05-01,dinner-and-a-movie,you-enjoy-myself,esther,acdc-bag,alumni-blues,letter-to-jimmy-page,take-the-a-train,split-open-and-melt,the-lizards,golgi-apparatus,good-times-bad-times,mikes-song,i-am-hydrogen,weekapaug-groove,on-your-way-down,possum,icculus,colonel-forbins-ascent,fly-famous-mockingbird,david-bowie,contact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,1989-05-03,possum,you-enjoy-myself,the-sloth,contact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1989-05-05,golgi-apparatus,you-enjoy-myself,ya-mar,fluffhead,alumni-blues,letter-to-jimmy-page,donna-lee,fee,run-like-an-antelope,i-didnt-know,take-the-a-train,good-times-bad-times,mcgrupp-and-the-watchful-hosemasters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,1989-05-06,you-enjoy-myself,i-didnt-know,mikes-song,i-am-hydrogen,weekapaug-groove,esther,the-sloth,possum,bold-as-love,acdc-bag,colonel-forbins-ascent,fly-famous-mockingbird,david-bowie,donna-lee,suzy-greenberg,contact,fire,harry-hood,golgi-apparatus,slave-to-the-traffic-light,divided-sky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1989-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,1989-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1989-05-09,wilson,peaches-en-regalia,ya-mar,mikes-song,i-am-hydrogen,weekapaug-groove,the-sloth,possum,divided-sky,you-enjoy-myself,la-grange,if-i-dont-be-there-by-morning,slave-to-the-traffic-light,esther,run-like-an-antelope,i-didnt-know,nowhere-fast,ive-turned-bad,the-lizards,bold-as-love,harpua,whipping-post,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1989-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1989-05-13,acdc-bag,alumni-blues,letter-to-jimmy-page,you-enjoy-myself,golgi-apparatus,la-grange,fluffhead,possum,foam,walk-away,take-the-a-train,split-open-and-melt,david-bowie,suzy-greenberg,bold-as-love,the-lizards,harry-hood,if-i-only-had-a-brain,contact,fire,whipping-post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,1989-05-14,acdc-bag,divided-sky,the-lizards,run-like-an-antelope,terrapin,you-enjoy-myself,possum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,1989-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1989-05-19,possum,contact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,1989-05-20,acdc-bag,alumni-blues,letter-to-jimmy-page,you-enjoy-myself,the-lizards,wilson,divided-sky,i-didnt-know,possum,bold-as-love,mikes-song,i-am-hydrogen,weekapaug-groove,foam,contact,take-the-a-train,david-bowie,golgi-apparatus,good-times-bad-times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1989-05-21,harry-hood,foam,contact,mikes-song,i-am-hydrogen,weekapaug-groove,split-open-and-melt,dazed-and-confused,the-sloth,you-enjoy-myself,ya-mar,acdc-bag,divided-sky,alumni-blues,possum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,1989-05-26,bold-as-love,acdc-bag,mikes-song,i-am-hydrogen,weekapaug-groove,sanity,halleys-comet,the-sloth,you-enjoy-myself,david-bowie,the-mango-song,split-open-and-melt,bathtub-gin,run-like-an-antelope,golgi-apparatus,slave-to-the-traffic-light,funky-bitch,the-ballad-of-curtis-loew,possum,the-practical-song,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,1989-05-27,acdc-bag,mikes-song,i-am-hydrogen,weekapaug-groove,funky-bitch,fee,you-enjoy-myself,take-the-a-train,fluffhead,bathtub-gin,good-times-bad-times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,1989-05-28,divided-sky,run-like-an-antelope,colonel-forbins-ascent,fly-famous-mockingbird,fee,slave-to-the-traffic-light,esther,suzy-greenberg,you-enjoy-myself,fire,mikes-song,i-am-hydrogen,weekapaug-groove,bathtub-gin,sanity,ride-captain-ride,peaches-en-regalia,take-the-a-train,possum,contact,funky-breakdown,the-price-of-love,funky-bitch,split-open-and-melt,the-mango-song,harry-hood,jam,la-grange,the-sloth,sneakin-sally-through-the-alley,ya-mar,jesus-just-left-chicago,,,,,,,,,,,,,,,,,,
218,1989-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,1989-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,1989-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,1989-06-10,run-like-an-antelope,mcgrupp-and-the-watchful-hosemasters,ya-mar,you-enjoy-myself,acdc-bag,foam,good-times-bad-times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1989-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,1989-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,1989-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1989-06-23,acdc-bag,you-enjoy-myself,wilson,peaches-en-regalia,donna-lee,fee,mikes-song,i-am-hydrogen,weekapaug-groove,the-lizards,run-like-an-antelope,the-sloth,fluffhead,harry-hood,ya-mar,split-open-and-melt,possum,david-bowie,contact,good-times-bad-times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
